,CIDADE,QUANTIDADE,FORMATO
15901,San Diego,277.0,Formation
15913,Corona,54.0,Triangle
15916,Cathedral City,15.0,Oval
15923,Oceanside,32.0,Unknown
15925,San Jose,160.0,Circle
15928,Walnut,3.0,Other
15930,Sausalito,4.0,Light
15938,Burbank,48.0,Rectangle
15939,Pioneer Town,1.0,Unknown
15957,Highland,9.0,Triangle
15958,San  Jose,1.0,Circle
15966,South San Francisco,5.0,Formation
15967,Fresno,96.0,Light
15983,Death Valley,2.0,Light
16004,San Bernardino,41.0,Light
16007,Redding,46.0,Changing
16008,Los Angeles,254.0,Light
16020,Hesperia,13.0,Light
16036,Redding,46.0,Disk
16038,San Gabriel Valley/Los Angeles,1.0,Triangle
16046,Lemon Grove,5.0,Circle
16066,Sacramento,177.0,Light
16093,Westlake Village,3.0,Light
16100,El Cajon,49.0,Light
16102,El Cajon,49.0,Other
16103,El Cajon,49.0,Light
16104,El Cajon,49.0,Light
16105,El Cajon,49.0,Other
16106,La Mesa/El Cajon,1.0,Light
16107,El Cajon,49.0,Light
16109,El Cajon,49.0,Light
16131,Sacramento,177.0,Light
16139,Los Angeles,254.0,Circle
16144,Mariposa,5.0,Fireball
16158,San Jose,160.0,Changing
16167,Escondido,56.0,Light
16176,Escondido,56.0,Cigar
16178,Cedar Glen,1.0,Light
16185,Mountain Ranch,1.0,Light
16196,San Leandro,14.0,Disk
16202,La Palma,4.0,Sphere
16203,San Diego,277.0,Flash
16204,Hayward,26.0,Triangle
16214,Westlake Village,3.0,Flash
16215,Rolling Hills,1.0,Triangle
16223,San Rafael,24.0,Light
16225,San Diego,277.0,Fireball
16229,Modesto,68.0,Light
16235,Modesto,68.0,Cigar
16237,Clovis,29.0,Triangle
16243,Corona,54.0,Rectangle
16245,Aliso Viejo,11.0,Light
16246,Carmichael,12.0,Light
16247,Carmichael,12.0,Light
16254,Concord,15.0,Rectangle
16262,Modesto,68.0,Changing
16268,La Mesa,19.0,Circle
16269,Bell,1.0,
16273,Tustin,13.0,Circle
16275,Santa Rosa,67.0,Sphere
16276,Santa Rosa,67.0,Fireball
16277,Santa Rosa,67.0,Fireball
16278,Salyer,1.0,Cylinder
16282,San Diego,277.0,Rectangle
16283,San Diego,277.0,Rectangle
16292,Rancho Cucamonga,32.0,Teardrop
16293,San Diego,277.0,Circle
16295,Fresno,96.0,Light
16301,San Jose,160.0,Oval
16315,Simi Valley,34.0,Triangle
16328,San Leandro,14.0,Circle
16336,Palo Alto (assumed location),1.0,Light
16337,Panoche,1.0,Unknown
16339,Escondido,56.0,Unknown
16346,California (central part),1.0,Diamond
16363,Fresno,96.0,Other
16379,Van Nuys,19.0,Cylinder
16380,Auberry,3.0,Triangle
16385,Saugus,7.0,Fireball
16392,Simi Valley,34.0,Fireball
16431,Newark,4.0,Disk
16434,Pleasanton/Livermore,1.0,Egg
16435,Sacramento,177.0,Sphere
16439,Davis,23.0,Unknown
16474,Martinez,15.0,Oval
16481,San Jose,160.0,Chevron
16486,San Jose,160.0,Light
16511,Sacramento,177.0,Cigar
16512,Moreno Valley,26.0,Unknown
16518,Santa Rosa,67.0,Light
16521,San Clemente,24.0,Other
16524,Pico Rivera,9.0,Light
16525,Clovis,29.0,Light
16529,Clovis,29.0,Circle
16535,Santa Cruz,35.0,Light
16536,Red Mountain,1.0,Circle
16538,Glendora,10.0,Disk
16539,Hawthorne,5.0,Other
16549,Long Beach,94.0,Unknown
16564,Glendale,25.0,Unknown
16579,San Pedro,21.0,Sphere
16582,Santa Clara,17.0,Circle
16601,Modesto,68.0,Light
16606,Moreno Valley,26.0,Other
16611,Modesto,68.0,Light
16614,Irwindale/Azusa,1.0,Sphere
16620,Corona,54.0,Other
16621,Moreno Valley,26.0,Light
16622,Azusa,11.0,Light
16635,Millbrae,2.0,Circle
16636,San Jose,160.0,Light
16650,Norwalk,21.0,Sphere
16661,Lancaster,30.0,Other
16662,Salida,2.0,Cigar
16664,San Diego,277.0,Light
16668,Davis,23.0,Light
16674,Big Bear City,2.0,Light
16682,Compton,6.0,Light
16685,Porterville,20.0,Sphere
16687,Modesto,68.0,Light
16695,Anaheim,62.0,Light
16712,San Diego,277.0,Unknown
16839,Redding,46.0,Disk
16852,Huntington Beach,64.0,Light
16859,Auburn,14.0,Triangle
16861,Santa Cruz/Aptos,1.0,Light
16874,Los Angeles,254.0,Disk
16876,Loleta,2.0,Light
16890,El  Dorado Hills,1.0,Unknown
16893,Glendale,25.0,Other
16899,Vallejo,18.0,Diamond
16906,Fontana,24.0,Circle
16915,Modesto,68.0,Formation
16922,Encino,6.0,Triangle
16931,Ridgecrest,24.0,Triangle
16937,Auburn,14.0,Triangle
16939,Corona,54.0,Circle
16961,Burbank,48.0,Formation
16980,Lower Lake,2.0,Light
16999,Roseville,38.0,Other
17020,Santa Clara,17.0,Sphere
17027,Paradise,6.0,Light
17028,Los Angeles,254.0,Light
17029,Newbury Park,6.0,Light
17030,Montrose,3.0,Circle
17033,San Jose,160.0,Light
17034,San Jose,160.0,Light
17041,San Jose,160.0,Light
17048,Escondido,56.0,Light
17072,Glendora,10.0,Sphere
17074,Fair Oaks,8.0,Oval
17085,Los Angeles,254.0,Oval
17091,San Diego,277.0,
17098,Rio Vista,2.0,Cigar
17101,Los Angeles,254.0,Unknown
17110,Healdsburg,7.0,Light
17116,Sausalito,4.0,Rectangle
17129,Santa Monica,23.0,Triangle
17131,Springville,1.0,Triangle
17138,Riverside,68.0,Light
17139,Anaheim,62.0,Diamond
17149,San Francisco,125.0,Light
17151,Santa Clarita,18.0,Triangle
17152,Crestline,6.0,Unknown
17155,Santa Clarita County (126 freeway),1.0,Unknown
17160,Oakland,49.0,Circle
17163,Sam Miguel,1.0,Fireball
17164,San Pedro,21.0,Sphere
17173,Chester,2.0,Light
17179,Hemet,27.0,Triangle
17180,Hemet,27.0,Rectangle
17185,El Cajon,49.0,Circle
17188,Santa Rosa,67.0,Light
17196,Crestline,6.0,Oval
17197,Fontana,24.0,Circle
17200,Milpitas,9.0,Circle
17214,Canyon Country,7.0,Light
17253,Lakeside,17.0,Light
17254,Chico,31.0,Cross
17256,San Jose/Bay Area,1.0,Sphere
17260,Littlerock,2.0,Triangle
17262,Los Angeles,254.0,Other
17263,Murrieta,23.0,Circle
17269,San Jose,160.0,Light
17270,Garden Grove,30.0,Triangle
17271,Pomona,27.0,Unknown
17274,Los Angeles,254.0,Light
17292,Concord,15.0,Changing
17294,Fresno,96.0,Other
17297,Stockton,37.0,Light
17321,Cupertino,5.0,Light
17326,Anaheim,62.0,Light
17338,Escondido,56.0,Triangle
17341,Simi Valley,34.0,Cigar
17356,Los Angeles,254.0,Circle
17386,Mill Valley,3.0,Other
17395,Visalia,35.0,Cigar
17397,Modesto,68.0,Cylinder
17418,Redding,46.0,Other
17430,Modesto,68.0,Flash
17440,San Diego,277.0,Chevron
17441,Modesto,68.0,Diamond
17442,Weaverville,5.0,Light
17456,Venice,19.0,Changing
17457,Pebble Beach/Carmel,1.0,Disk
17459,San Bruno,3.0,Fireball
17460,Ventura,47.0,Chevron
17462,San Diego,277.0,Flash
17464,Lakewood,15.0,Light
17465,Baldwin Park,8.0,Light
17467,Sacramento,177.0,Light
17470,Berkeley,23.0,Other
17471,Lake Forest,11.0,Formation
17472,Long Beach,94.0,Sphere
17473,Canoga Park,12.0,Other
17482,Tracy,18.0,Chevron
17490,San Bernardino,41.0,Fireball
17492,Union City,8.0,Unknown
17505,Vista,21.0,Sphere
17506,Simi Valley,34.0,Circle
17512,Carmel,5.0,
17521,Fontana,24.0,Unknown
17532,Ridgecrest,24.0,Fireball
17540,Death Valley (Stovepipe Wells),1.0,Oval
17544,Woodland Hills,15.0,Fireball
17546,Venice,19.0,Light
17547,Ventura,47.0,Formation
17553,Paradise,6.0,Light
17564,Healdsburg,7.0,Disk
17579,Monterey,25.0,Light
17587,Hickman,1.0,Light
17596,Camarillo,10.0,Unknown
17615,Monterey/San Francisco (between; in-flight sighting),1.0,Disk
17623,Long Beach,94.0,
17631,Hesperia,13.0,Disk
17637,Chester,2.0,Other
17638,San Bruno,3.0,Fireball
17642,Rubidoux,2.0,Light
17653,Saline Valley,1.0,Unknown
17669,Valencia,8.0,Light
17673,Pleasanton,16.0,Other
17693,El Dorado Hills (suburb of Sacramento),1.0,Light
17699,Redondo Beach,26.0,Triangle
17704,Redding,46.0,Changing
17705,El Cajon,49.0,Triangle
17707,Covina,20.0,Light
17719,N. Hollywood,3.0,Cigar
17722,Lemon Grove,5.0,Circle
17742,Riverside,68.0,Disk
17754,Riverside,68.0,Formation
17759,Los Gatos,5.0,Light
17762,Downey,14.0,Cylinder
17763,Phillips Ranch,2.0,Changing
17765,Anaheim,62.0,Formation
17775,Chico,31.0,Light
17787,Fullerton,25.0,Other
17788,Salinas,24.0,Triangle
17789,Chula Vista,27.0,Circle
17791,Simi Valley,34.0,Cross
17793,Carlsbad,39.0,Light
17794,Hollister ( Lone Tree Road),1.0,Disk
17797,San Francisco,125.0,Circle
17799,Campbell,16.0,Unknown
17801,Leggett,2.0,Oval
17809,Berkeley,23.0,Light
17812,Colton,3.0,Disk
17814,Perris,11.0,Disk
17817,Huntington Beach,64.0,Changing
17823,San Carlos,5.0,Rectangle
17828,Temecula,48.0,Unknown
17831,Ontario,12.0,Triangle
17833,West Covina,10.0,Triangle
17837,Long Beach,94.0,Unknown
17841,Santa Monica,23.0,Formation
17842,Daly City,10.0,Triangle
17861,Carlsbad,39.0,Light
17876,Newport Beach,27.0,Disk
17888,Temecula,48.0,Disk
17892,Murrieta,23.0,Disk
17893,Menifee,21.0,Circle
17895,Temecula,48.0,Circle
17897,Temecula,48.0,Circle
17923,San Dimas,11.0,Oval
17924,Grass Valley,19.0,Disk
17929,Torrance,33.0,Triangle
17931,Napa,28.0,Light
17932,Fresno,96.0,Light
17941,Fremont,27.0,Triangle
17956,Oakland,49.0,Triangle
17966,Perris,11.0,Triangle
17968,Santa Ana,35.0,Sphere
17973,Santa Fe Springs,4.0,Sphere
17991,Pacific Grove,7.0,Light
17992,Lakewood,15.0,Disk
18016,San Jose,160.0,Disk
18019,Pt. Mugu/Oxnard,1.0,Light
18021,Azusa,11.0,Light
18023,Arroyo Grande,7.0,Light
18039,Grass Valley,19.0,Unknown
18041,Corona,54.0,Unknown
18042,Corona,54.0,Triangle
18049,Whittier,29.0,Disk
18050,Long Beach,94.0,Unknown
18053,Fresno,96.0,Light
18054,Bakersfield,63.0,Circle
18055,North San Juan,1.0,Fireball
18056,Carlsbad,39.0,Light
18062,Modesto,68.0,Other
18070,Ceres,5.0,Fireball
18082,Fairfield,31.0,Oval
18087,Lompoc,7.0,Fireball
18093,San Jacinto,15.0,Unknown
18102,Freedom (Watsonville),1.0,Triangle
18103,Santa Fe Springs,4.0,Sphere
18123,Pacific Palisades,4.0,Teardrop
18124,San Diego,277.0,Light
18130,Twenty Nine Palms,6.0,Unknown
18132,Chula Vista,27.0,Oval
18134,El Cajon,49.0,Light
18137,San Pablo,5.0,Unknown
18138,Whittier,29.0,Light
18150,Sacramento,177.0,Triangle
18152,Orange,30.0,Light
18155,Bakersfield,63.0,Light
18158,Pasadena,26.0,Triangle
18160,San Diego,277.0,Triangle
18164,San Diego,277.0,Sphere
18171,National City,6.0,Formation
18173,Mount Helix Park,1.0,Circle
18174,La Mesa,19.0,Triangle
18176,El Cajon,49.0,Light
18177,Antioch,38.0,Other
18178,Spring Valley,13.0,Light
18179,El Cajon,49.0,Formation
18181,Lemon Grove,5.0,Light
18182,Bonita,3.0,Light
18183,Fresno,96.0,Light
18184,El Cajon,49.0,Triangle
18185,La Mesa,19.0,Light
18189,El Cajon,49.0,Triangle
18211,Sonoma,24.0,Egg
18214,Temple City,2.0,Light
18216,Twin Peaks,1.0,Circle
18219,Santa Barbara,54.0,Teardrop
18220,Santa Rosa,67.0,Diamond
18241,Randsburg,1.0,Teardrop
18246,Woodland Hills,15.0,Oval
18253,San Diego,277.0,Light
18254,Mojave (21 mi. NW of),1.0,Sphere
18261,petaluma,1.0,Light
18269,Fontana,24.0,Light
18272,Burson,1.0,Disk
18273,Long Beach,94.0,Sphere
18281,Redding,46.0,Circle
18288,Sunnyvale,10.0,Formation
18290,Pasadena/Los Angeles,1.0,Triangle
18291,Los Angeles,254.0,Circle
18293,San Bernardino,41.0,Fireball
18294,Ft. Bragg,1.0,Cross
18298,Santa Nella,4.0,Formation
18308,Modesto,68.0,Changing
18311,Kettleman City,1.0,Triangle
18313,Santa Maria,20.0,Oval
18320,Modesto,68.0,Sphere
18323,Monterey,25.0,Light
18340,Los Angeles,254.0,Light
18342,Porter Ranch,6.0,Light
18349,Beckwourth,1.0,Unknown
18354,Mare Island,1.0,Circle
18358,Clovis,29.0,Sphere
18362,North Hollywood,21.0,Changing
18366,Modesto,68.0,Light
18379,Los Angeles,254.0,Light
18381,Burbank,48.0,Disk
18382,Monterey,25.0,Light
18383,Modesto,68.0,Oval
18387,Los Angeles,254.0,Unknown
18390,Bakersfield,63.0,Flash
18392,Valencia,8.0,Cylinder
18394,San Jose,160.0,Light
18397,San Francisco,125.0,Unknown
18398,Elk Grove,33.0,
18400,Del Mar,5.0,Other
18401,Bloomington,4.0,Light
18406,Stockton,37.0,Light
18423,Stockton,37.0,Circle
18443,Simi Valley,34.0,Unknown
18452,Eureka,19.0,Light
18465,Irvine,55.0,Unknown
18467,Riverside,68.0,Other
18474,Long Beach,94.0,Triangle
18485,Modesto,68.0,Rectangle
18486,Crestline,6.0,Disk
18492,Pasadena,26.0,Changing
18495,Carmel-by-the-Sea,2.0,Flash
18510,North Hollywood,21.0,
18525,Livermore,18.0,Flash
18528,Anaheim,62.0,Disk
18530,La Palma,4.0,Cigar
18547,Eureka,19.0,Fireball
18575,Ontario,12.0,Flash
18587,Pittsburg,12.0,Triangle
18588,Davenport,2.0,Fireball
18589,Visalia,35.0,Unknown
18594,San Diego,277.0,Other
18609,Capitola,9.0,Disk
18627,Laguna Hills,14.0,Fireball
18630,Lake Elsinore,23.0,Oval
18638,Lake Elsinore,23.0,Disk
18641,West Covina,10.0,Formation
18646,Corona,54.0,Circle
18647,Yorba Linda,12.0,Cigar
18654,Los Altos Hills,2.0,Triangle
18656,Santa Barbara,54.0,Light
18658,Santa Barbara,54.0,Chevron
18660,Claremont,10.0,Unknown
18664,Squaw Valley,2.0,Unknown
18666,Sherman Oaks,22.0,Sphere
18672,San Clemente,24.0,Triangle
18676,Porterville,20.0,Other
18684,Colton,3.0,Other
18686,Merced,19.0,Triangle
18690,Nipomo,6.0,Disk
18695,Santa Cruz,35.0,Formation
18701,Bakersfield,63.0,Chevron
18703,Ventura,47.0,Triangle
18726,Santa Cruz,35.0,Diamond
18741,Victorville,15.0,Light
18754,Rialto,13.0,Sphere
18764,San Diego,277.0,Chevron
18780,Oakland,49.0,Triangle
18787,Pomona,27.0,Fireball
18790,San Diego,277.0,Triangle
18791,Salinas,24.0,Cigar
18792,Downey,14.0,Sphere
18793,Westchester,2.0,Circle
18802,Pomona,27.0,Light
18804,San Marcos,13.0,Oval
18816,Los Angeles,254.0,Unknown
18819,Modesto,68.0,Light
18824,Monterey,25.0,Egg
18831,La Quinta,6.0,Formation
18836,Santa Ana,35.0,Triangle
18849,Thousand Oaks,22.0,Circle
18860,Granite Bay,7.0,Changing
18863,Santa Cruz,35.0,Light
18880,Commerce,2.0,Circle
18884,Patterson,9.0,Triangle
18887,Ventura,47.0,Light
18889,Apple Valley,17.0,Light
18891,Palmdale,34.0,Circle
18897,Norwalk,21.0,Light
18902,Claremont,10.0,Fireball
18903,Santa Ana,35.0,
18909,La Mesa,19.0,Teardrop
18911,Los Angeles,254.0,Light
18928,Los Gatos,5.0,Oval
18938,San Francisco,125.0,Oval
18945,Riverside,68.0,Cigar
18952,San Jose,160.0,Light
18962,Chino,16.0,Unknown
18969,EL Cerrito,1.0,Triangle
18989,Bloomington,4.0,Formation
19013,Temecula,48.0,Changing
19016,Tujunga,6.0,Sphere
19026,Livermore,18.0,Light
19027,Palo Cedro,2.0,Unknown
19035,Big Sur,6.0,
19040,Trinidad,5.0,Light
19050,Escondido,56.0,Diamond
19051,Fairfield,31.0,Triangle
19066,Mill Valley,3.0,Cigar
19071,Los Angeles,254.0,Flash
19075,Oakland,49.0,Unknown
19079,Fairfield,31.0,Unknown
19082,Sacramento,177.0,Light
19087,Caviota,1.0,Disk
19090,Palm Springs,36.0,Other
19098,Pollock Pines,6.0,Sphere
19103,Santa Clarita,18.0,Formation
19109,Ukiah,14.0,Light
19118,Wilmington,7.0,Oval
19123,Berkeley,23.0,Circle
19127,Los Angeles,254.0,Circle
19133,Santa Cruz,35.0,Circle
19137,San Bernardino,41.0,Formation
19140,San  Carlos,1.0,Triangle
19146,Ranchita,1.0,Disk
19157,Bakersfield,63.0,Circle
19158,Garberville,1.0,
19182,Hat Creek,1.0,Diamond
19183,Monterey,25.0,Light
19202,San Diego,277.0,Oval
19203,Carlsbad,39.0,Disk
19228,Palmdale,34.0,Light
19243,Redding,46.0,Light
19246,Fresno,96.0,Unknown
19262,Upland,17.0,Other
19264,Petaluma,22.0,Sphere
19267,Carlsbad,39.0,Other
19268,Glendale,25.0,Cone
19276,Napa,28.0,Sphere
19287,Laguna Niguel,17.0,Unknown
19301,Pebble Beach (U. S. Open tournament),1.0,Circle
19311,Stockton,37.0,Flash
19313,Riverside,68.0,Light
19328,Los Banos,19.0,Other
19334,Placentia,9.0,Teardrop
19348,Huntington Beach,64.0,Other
19349,Burbank,48.0,Circle
19350,Irvine,55.0,Circle
19355,Hesperia,13.0,Light
19363,Indio,24.0,Flash
19364,San Jacinto,15.0,Light
19365,Verdi,1.0,Light
19381,Red Bluff - Dribble Creek Subdivision,1.0,Changing
19382,Pico Rivera,9.0,Triangle
19394,Visalia,35.0,Light
19403,San Diego,277.0,Triangle
19404,Banning,4.0,Light
19410,Merced,19.0,Triangle
19412,Montclair,5.0,Teardrop
19414,Lake Elsinore,23.0,Oval
19415,Lake Elsinore,23.0,Changing
19420,Sacramento,177.0,Light
19440,Anaheim,62.0,Sphere
19443,Modesto,68.0,Unknown
19446,Happy Valley,1.0,Other
19449,Hollywood,15.0,Oval
19454,Anaheim Hills,2.0,Sphere
19476,Sacramento,177.0,Oval
19477,Coalinga (near),1.0,Unknown
19481,Riverside,68.0,Light
19482,Oregon House,2.0,Light
19487,Los Angeles,254.0,Circle
19488,Cutler,2.0,Fireball
19490,Ridgecrest,24.0,Unknown
19491,Thousand Oaks,22.0,Light
19498,Rocklin,13.0,Circle
19499,Ridgecrest,24.0,Unknown
19500,Arcadia,7.0,Light
19509,Clovis,29.0,Circle
19515,Chico,31.0,Triangle
19518,Gustine,3.0,Disk
19523,Clayton,3.0,Circle
19539,Playa del Rey,7.0,Light
19543,Barstow and Needles (between),1.0,Light
19547,Amboy,2.0,Other
19550,Vacaville,24.0,
19553,Jamestown,3.0,Changing
19573,Half Moon Bay,8.0,Circle
19576,Davis,23.0,Light
19577,Temecula,48.0,Fireball
19585,Huntington Beach,64.0,Light
19596,Rohnert Park,20.0,Fireball
19609,Lodi,15.0,Cross
19622,Bishop,7.0,Triangle
19633,Rocklin,13.0,Rectangle
19639,National Forest,1.0,Diamond
19646,Nevada City,3.0,Unknown
19658,Coalinga,9.0,Triangle
19659,Desert Center,7.0,Oval
19667,Los Angeles,254.0,Light
19672,Orange,30.0,Other
19698,Three Rivers,3.0,Light
19700,San Pedro,21.0,Other
19703,Malibu,14.0,Changing
19716,Hemet,27.0,Oval
19719,Orange,30.0,Light
19727,Berry Creek,3.0,Cigar
19731,Taft,7.0,Other
19734,Huntington Beach,64.0,Triangle
19737,North Hollywood,21.0,Light
19743,Los Feliz,2.0,Other
19748,Davis,23.0,Light
19767,El Monte/Monterey Park (between),1.0,Teardrop
19769,Huron,1.0,Disk
19771,Laguna Niguel,17.0,Formation
19791,Tracy,18.0,Other
19792,Burbank,48.0,Changing
19812,Alameda,11.0,Circle
19815,Ceres,5.0,Changing
19836,Sylmar,10.0,Triangle
19872,Gilroy,12.0,Flash
19873,Marina del Rey,7.0,Oval
19879,Buellton,3.0,Flash
19889,Oakland,49.0,Cylinder
19890,Antioch,38.0,Cigar
19905,Redding,46.0,Circle
19921,Truckee,5.0,
19950,Ridgecrest,24.0,Light
19995,Orland,13.0,Flash
20000,Huntington Beach,64.0,Cylinder
20034,Selma,3.0,Other
20038,Rio Linda,3.0,Fireball
20076,Indio,24.0,Light
20091,Rancho Santa Margarita,10.0,Unknown
20112,Irvine,55.0,Circle
20145,Lodi,15.0,Other
20149,Irvine,55.0,Unknown
20151,Highland,9.0,Other
20178,Riverside,68.0,Circle
20183,Rohnert Park,20.0,Fireball
20203,Lemoore,6.0,Triangle
20226,Clovis,29.0,Formation
20245,Carson,6.0,Triangle
20249,Palmdale,34.0,Triangle
20252,Ridgecrest,24.0,Circle
20255,Rosemead,4.0,Fireball
20257,South San Jose,1.0,Unknown
20262,Sacramento,177.0,Rectangle
20269,Rialto,13.0,Light
20270,Arcata,13.0,Unknown
20272,Yorba Linda,12.0,Light
20278,Los Angeles,254.0,Oval
20280,Woodland Hills/West Hills,1.0,Light
20283,San Jose,160.0,Light
20309,Sherman Oaks,22.0,Other
20316,Los Angeles,254.0,Disk
20317,Los Angeles,254.0,Disk
20318,El Centro,14.0,Triangle
20319,Los Angeles,254.0,Other
20320,Lathrop,4.0,Fireball
20337,Turlock,21.0,Light
20349,Escondido,56.0,Light
20378,Hanford,7.0,Other
20387,Redding,46.0,Light
20394,Visalia,35.0,Triangle
20396,Oakdale,7.0,Sphere
20398,Venice,19.0,Unknown
20412,Watsonville,9.0,Fireball
20414,Los Feliz,2.0,Circle
20416,Escondido,56.0,Unknown
20417,San Bernardino,41.0,Light
20429,Santa Rosa,67.0,Cylinder
20430,"Thousand Oaks, CA",1.0,Sphere
20431,Thousand Oaks,22.0,Oval
20434,Palos Verdes,4.0,Disk
20441,Shafter,4.0,Light
20443,Rancho Cordova,7.0,Light
20448,Madera,18.0,Circle
20456,Glendale,25.0,Oval
20458,Laguna Beach,16.0,Fireball
20462,Newberry Springs,2.0,Circle
20464,Palos Verdes Estates,3.0,Changing
20466,Dana Point,16.0,Circle
20468,Yucaipa,14.0,Flash
20491,Antioch,38.0,Light
20494,Glendale,25.0,Circle
20496,Weaverville,5.0,Fireball
20502,Visalia,35.0,Light
20522,Devore,2.0,Triangle
20528,Hollywood,15.0,Disk
20529,Burbank,48.0,Circle
20536,Redwood Valley,3.0,Formation
20546,Yosemite,2.0,Oval
20556,Winnetka,3.0,Light
20559,Temecula,48.0,Unknown
20581,Bridgeport,3.0,Unknown
20582,Hidden Hills,1.0,Chevron
20598,Vacaville,24.0,Light
20616,Ventura,47.0,Oval
20637,Anaheim,62.0,Cross
20683,San Jose,160.0,Other
20684,San Jose,160.0,Light
20688,Perris,11.0,Fireball
20703,Davis,23.0,Other
20708,Naval weapons base Fallbrook,1.0,Oval
20713,Long Beach,94.0,Fireball
20720,Lake Elsinore,23.0,Cigar
20726,Moorpark,6.0,Sphere
20732,Whittier,29.0,Disk
20733,Long Beach,94.0,Light
20738,Buena Park,14.0,Unknown
20745,Hesperia,13.0,Light
20756,Pomona,27.0,Formation
20760,San Mateo,11.0,Light
20763,Shingle Springs,2.0,Cone
20771,San Francisco,125.0,Light
20780,Santa Monica,23.0,Oval
20785,Tiburon,3.0,Cylinder
20790,Chico,31.0,Disk
20791,Palo Alto,11.0,Other
20792,Chino,16.0,Disk
20796,Seal Beach,10.0,Light
20799,Salinas,24.0,Light
20805,Manhattan Beach,9.0,Fireball
20806,Los Angeles,254.0,Light
20807,Vandenberg AFB,1.0,Light
20808,San Clemente,24.0,Fireball
20809,Thousand Oaks,22.0,Circle
20811,Oceanside,32.0,Light
20818,Tehachapi,8.0,Flash
20819,Fontana,24.0,Disk
20824,Loma Linda,3.0,
20825,Santa Monica,23.0,Circle
20826,Palmdale,34.0,Light
20838,Los Angeles,254.0,Disk
20840,Orange,30.0,Formation
20842,Los Angeles,254.0,Other
20843,Santa Monica,23.0,Fireball
20860,Yorba Linda,12.0,Light
20865,Durham,2.0,Other
20866,San Jose,160.0,Fireball
20867,Ventura,47.0,Changing
20868,Ojai,9.0,Sphere
20869,Oxnard,40.0,Fireball
20870,Riverside,68.0,Oval
20885,Norwalk,21.0,Sphere
20889,Antioch,38.0,Diamond
20890,Eagle Rock,3.0,Sphere
20897,Escondido,56.0,Light
20903,Panorama City,3.0,Circle
20906,Cambria,4.0,Light
20912,Pomona,27.0,Other
20920,San Jacinto,15.0,Circle
20931,Covina,20.0,Other
20933,Yuba City,10.0,Chevron
